"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.393583343E-3,-2.441572139E-1,1.678373086E-1,-2.911328673E-2,2.977073911E-1
1.943958332E-2,-2.063257286E-1,1.626824033E-1,-1.503634894E-1,3.027293339E-1
2.948658334E-2,-1.894328302E-1,1.863665503E-1,-2.074159420E-1,3.371033391E-1
3.953258332E-2,-1.628864712E-1,2.226625568E-1,-2.516910589E-1,3.734421050E-1
4.957858333E-2,-1.269439289E-1,2.016704679E-1,-3.254513454E-1,4.033662318E-1
5.962458334E-2,-1.570839867E-1,1.745715469E-1,-4.648723555E-1,5.208233009E-1
6.967158333E-2,-1.724852604E-1,1.632285333E-1,-5.901723397E-1,6.361588714E-1
7.971758334E-2,-1.809070051E-1,1.495366931E-1,-5.474870807E-1,5.956766494E-1
8.976358332E-2,-7.795332491E-2,1.099902195E-1,-3.854420239E-1,4.083382458E-1
9.980958333E-2,-6.694711089E-2,1.972891492E-1,-3.240293026E-1,3.852270927E-1
1.098565833E-1,6.601945013E-2,-6.121216178E-2,6.885447264E-2,1.133421146E-1
1.199025833E-1,8.426597893E-2,-7.403861403E-2,1.644734055E-1,1.990828287E-1
1.299485833E-1,2.508601695E-2,9.457578957E-2,2.002916944E-1,2.229139993E-1
1.399945833E-1,-1.759778023E-2,9.519150138E-2,1.689055949E-1,1.946797468E-1
1.500415833E-1,-5.493692994E-2,5.072401106E-2,1.539156729E-1,1.711169949E-1
1.600875833E-1,-4.207013190E-2,1.975364864E-2,1.561124718E-1,1.628840277E-1
1.701335833E-1,-1.795709163E-2,-1.039985776E-2,1.029525107E-1,1.050230148E-1
1.801805833E-1,-5.239894599E-2,-6.814345121E-3,-1.457769334E-2,5.481417685E-2
1.902265833E-1,-1.142013842E-1,4.455695271E-2,-1.348227596E-1,1.822208953E-1
2.002725833E-1,-2.024107254E-1,8.896363199E-2,-2.345540392E-1,3.223355812E-1
2.103185833E-1,-2.610468963E-1,1.075636250E-1,-2.636883759E-1,3.863249605E-1
2.203645833E-1,-2.171302137E-1,1.041009039E-1,-2.513057274E-1,3.480475492E-1
2.304115833E-1,-8.180634767E-2,5.998483121E-2,-2.779947585E-1,2.959248963E-1
2.404575833E-1,-2.571488500E-2,4.295656979E-2,-2.180993897E-1,2.237719061E-1
2.505035833E-1,-1.960571408E-3,6.092097044E-2,-1.417815310E-1,1.543282573E-1
2.605505833E-1,1.364213884E-2,6.401648641E-2,-2.551491022E-2,7.025118595E-2
2.705965833E-1,-5.766524076E-3,3.676729202E-2,4.492883563E-2,5.834112472E-2
2.806425833E-1,-7.463649184E-2,6.095956206E-2,5.414287806E-2,1.105356294E-1
2.906885833E-1,6.081808868E-1,-1.273201972E-1,-7.617050886E-2,6.260162698E-1
3.007355833E-1,6.532208195E-1,-5.839561647E-1,-3.063274419E-1,9.281911134E-1
3.107815833E-1,-1.421541740E0,5.276603419E-1,1.326780009E-1,1.522107029E0
3.208275833E-1,-1.008121959E0,1.141255458E0,2.804745626E-1,1.548366844E0
3.308741667E-1,1.344207636E-1,3.019774058E-1,-1.317558950E-1,3.558355114E-1
3.409211667E-1,1.586182961E-1,-2.181859285E-1,-3.948800147E-2,2.726245871E-1
3.509671667E-1,1.062822077E-1,9.502427101E-2,-6.975552857E-2,1.587178425E-1
3.610131667E-1,4.721100390E-2,2.478172785E-1,-3.433485031E-3,2.522975847E-1
3.710591667E-1,-1.281697977E-1,2.932504365E-1,1.757620400E-1,3.651241025E-1
3.811061667E-1,-1.419879377E-1,3.052603251E-1,3.081599593E-1,4.564066181E-1
3.911521667E-1,-4.769603044E-2,1.353209424E-1,3.324890542E-1,3.621265524E-1
4.011981667E-1,-1.066596454E-1,6.189657837E-2,1.556920570E-1,1.986139043E-1
4.112451667E-1,-3.499733984E-1,1.923652089E-1,7.160909593E-2,4.057260354E-1
4.212911667E-1,-3.201239473E-1,3.673375824E-1,3.742317420E-1,6.143823222E-1
4.313371667E-1,-5.376314525E-1,5.126490775E-1,-2.161972904E-1,7.736911036E-1
4.413831667E-1,-4.561958183E-1,4.617052111E-1,-3.394226825E-1,7.324575647E-1
4.514301667E-1,-2.484528708E-1,5.949825516E-1,2.459689736E-2,6.452426467E-1
4.614761667E-1,-9.633945599E-2,9.047057641E-1,7.134953803E-1,1.156222067E0
4.715221667E-1,-4.732125315E-1,1.857347587E-1,-1.100376989E0,1.212129126E0
4.815691667E-1,-5.923701619E-1,4.500865012E-2,-1.201411028E0,1.340267378E0
4.916151667E-1,-6.579329444E-1,-4.829080921E-1,-1.657020809E0,1.847104206E0
5.016611667E-1,-8.561773825E-1,-6.310779986E-1,-2.642543864E0,2.848567574E0
5.117071667E-1,-2.340807802E-1,-1.835472861E0,-2.773898640E0,3.334406709E0
5.217541667E-1,-4.184423203E-1,-1.109434326E0,-2.254172970E0,2.547004962E0
5.318001667E-1,3.033026773E-1,4.455742049E-1,-8.764952874E-1,1.028966897E0
5.418461667E-1,1.640318676E-1,-1.407497898E-1,-7.483319217E-1,7.789208060E-1
5.518921667E-1,-1.392952949E-3,-6.192578521E-1,-4.841757685E-1,7.860714996E-1
5.619391667E-1,8.600209035E-2,-9.044210047E-2,-8.813040376E-2,1.527844925E-1
5.719851667E-1,-1.866426851E-1,-4.664166051E-1,-9.444013417E-2,5.111740216E-1
5.820311667E-1,2.586570662E-1,-1.216046609E0,-1.853859723E-1,1.256996735E0
5.920781667E-1,8.229564998E-1,-1.301372688E0,-5.362346989E-1,1.630452675E0
6.021241667E-1,1.772471451E0,-7.340848884E-1,-1.638038993E-2,1.918542151E0
6.121701667E-1,2.103653799E0,-1.728015947E-1,6.878518313E-1,2.219990954E0
6.222161667E-1,1.290225264E0,-7.063991994E-2,-4.241324651E-1,1.359985138E0
6.322631667E-1,8.405930910E-1,2.622385588E-1,-1.239685732E-1,8.892322607E-1
6.423091667E-1,1.532664273E0,1.204890121E0,2.842050862E-1,1.970175756E0
6.523551667E-1,2.108503918E0,1.080100599E0,-4.022592008E-2,2.369393213E0
6.624021667E-1,2.661724778E0,9.518755451E-1,4.566599411E-1,2.863456678E0
6.724481667E-1,3.391034245E0,1.399940664E0,1.076402235E0,3.823295553E0
6.824941667E-1,3.635143805E0,1.044034680E0,9.454661196E-1,3.898484972E0
6.925401667E-1,3.334120372E0,7.526407349E-1,8.241650462E-2,3.419008513E0
7.025871667E-1,2.809739733E0,9.266793081E-1,-4.982891929E-1,3.000277325E0
7.126331667E-1,2.635711685E0,1.197518829E0,-2.484645653E-1,2.905643143E0
7.226791667E-1,2.967718636E0,7.010250235E-1,-2.119843715E-1,3.056751112E0
7.327261667E-1,3.173937946E0,3.219617271E-1,3.340865135E-2,3.190400849E0
7.427721667E-1,2.918320189E0,-4.265040958E-1,3.818284446E-1,2.973935344E0
7.528181667E-1,2.357053852E0,-1.004911545E0,-6.355397165E-2,2.563120985E0
7.628641667E-1,1.651142018E0,-1.326215168E0,-9.512425840E-1,2.321632850E0
7.729111667E-1,1.035226727E0,-1.866049413E0,-1.514630583E0,2.616857006E0
7.829571667E-1,2.963766503E-1,-2.330156660E0,-1.627608145E0,2.857722424E0
7.930031667E-1,-4.869964653E-1,-2.704575806E0,-1.526979318E0,3.143813239E0
8.030501667E-1,-1.129805440E0,-3.042760925E0,-1.400985269E0,3.535196473E0
8.130961667E-1,-1.792042374E0,-3.354236548E0,-1.241029422E0,4.000309078E0
8.231421667E-1,-2.871833071E0,-3.625312004E0,-7.933911502E-1,4.692524036E0
8.331881667E-1,-3.032525082E0,-3.921066803E0,-4.785881692E-1,4.979961835E0
8.432351667E-1,-3.488726601E0,-3.726464157E0,-1.408775514E-1,5.106622650E0
8.532811667E-1,-4.469460202E0,-3.609621585E0,2.357571039E-1,5.749871642E0
8.633271667E-1,-4.193575119E0,-3.712434640E0,4.666493243E-1,5.620142776E0
8.733731667E-1,-4.338612379E0,-3.702238558E0,7.138981073E-1,5.748023854E0
8.834201667E-1,-5.208306770E0,-3.585985093E0,4.305673259E-1,6.338070426E0
8.934661667E-1,-4.265399977E0,-1.958376071E0,-2.983933550E-1,4.702968466E0
9.035121667E-1,-2.675249096E0,-1.626419698E0,7.042140949E-1,3.209067816E0
9.135591667E-1,-1.574766857E0,-2.218893210E0,1.631050401E0,3.172334021E0
9.236051667E-1,-7.533926868E-1,-1.760839585E0,2.083122032E0,2.829762178E0
9.336511667E-1,1.325136942E-1,-1.077015316E0,2.481704503E0,2.708575107E0
9.436981667E-1,1.201757183E0,-5.699975453E-1,2.850942138E0,3.145947966E0
9.537441667E-1,2.229001291E0,4.173362464E-2,2.670473090E0,3.478737555E0
9.637901667E-1,2.806465293E0,4.943450998E-1,2.188046808E0,3.592794644E0
9.738361667E-1,3.148876487E0,7.011418216E-1,2.008319479E0,3.800048699E0
9.838831667E-1,3.265603284E0,9.075239027E-1,2.093384188E0,3.983719593E0
9.939291667E-1,3.141984374E0,1.176809380E0,2.178672260E0,4.000444842E0
1.003975167E0,3.169888456E0,1.459192400E0,2.273944160E0,4.165123928E0
1.014022167E0,3.430363787E0,1.799709682E0,2.270017755E0,4.489914393E0
1.024068167E0,3.908531542E0,2.180241214E0,1.983269422E0,4.895245465E0
1.034114167E0,4.503922521E0,2.256811818E0,1.412585268E0,5.232008678E0
1.044160167E0,4.799682291E0,2.320296647E0,8.661001074E-1,5.401005093E0
1.054207167E0,4.777227228E0,2.629603684E0,3.772003734E-1,5.466168278E0
1.064253167E0,4.471804935E0,2.930858374E0,6.744295478E-2,5.347103771E0
1.074299167E0,4.063567541E0,3.129717500E0,-3.723594636E-1,5.142602878E0
