"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.678394410E-1,-8.366572857E-1,-4.424314499E-1,1.288106918E0,1.598424360E0
3.728332960E-1,-8.413305283E-1,-6.979975700E-1,1.170540810E0,1.601625253E0
3.778271500E-1,-7.352819443E-1,-9.671456814E-1,9.944877625E-1,1.570037011E0
3.828210040E-1,-6.002821922E-1,-1.164127350E0,7.887544632E-1,1.528942380E0
3.878148580E-1,-4.650230408E-1,-1.242127419E0,5.817995071E-1,1.448315442E0
3.928087120E-1,-3.436632156E-1,-1.287002325E0,4.063739777E-1,1.392702122E0
3.978025660E-1,-2.928860188E-1,-1.350207567E0,2.332983017E-1,1.401167653E0
4.027964210E-1,-3.307604790E-1,-1.406968594E0,-6.062793732E-2,1.446595612E0
4.077902750E-1,-4.131746292E-1,-1.432964325E0,-3.840465546E-1,1.539997333E0
4.127841290E-1,-8.461010456E-1,-1.536835194E0,-7.079381943E-1,1.891804926E0
4.177779830E-1,-9.425156116E-1,-1.603886604E0,-1.145020485E0,2.184458704E0
4.227718370E-1,-7.289459705E-1,-1.487884521E0,-9.839200974E-1,1.926982443E0
4.277656910E-1,-7.018346786E-1,-1.247716904E0,-4.162883759E-1,1.490860624E0
4.327595460E-1,-6.564064026E-1,-1.196709394E0,-7.005100250E-1,1.534176338E0
4.377534000E-1,-6.616353989E-1,-1.258254528E0,-8.407764435E-1,1.651626739E0
4.427472540E-1,-6.487381458E-1,-1.144901752E0,-2.502241135E-1,1.339504876E0
4.477411080E-1,-4.949338436E-1,-1.069009066E0,1.692304611E-1,1.190117154E0
4.527349620E-1,-2.826740742E-1,-1.060649395E0,3.067512512E-1,1.139727205E0
4.577288160E-1,6.756210327E-2,-1.035491109E0,1.707468033E-1,1.051646778E0
4.627226710E-1,2.661428452E-1,-9.904356003E-1,-5.053997040E-2,1.026814969E0
4.677165250E-1,3.021721840E-1,-8.515046835E-1,-8.086013794E-2,9.071420047E-1
4.727103790E-1,4.393686056E-1,-6.733826399E-1,-1.348829269E-1,8.152805378E-1
4.777042330E-1,5.170271397E-1,-5.100948811E-1,-3.196048737E-2,7.270043491E-1
4.826980870E-1,5.315145254E-1,-4.337680340E-1,3.020973206E-1,7.496166948E-1
4.876919410E-1,4.356180429E-1,-4.205482006E-1,7.556705475E-1,9.683294092E-1
4.926857960E-1,2.243158817E-1,-4.893580675E-1,1.246590614E0,1.357857538E0
4.976796500E-1,-4.142439365E-2,-6.254571676E-1,1.584490776E0,1.703972907E0
