iter	MultiClass
479	0.01274944378
480	0.01270753169
481	0.01268085052
482	0.01264467971
483	0.01261391962
484	0.0125775699
485	0.01255388568
486	0.01252764072
487	0.01249942226
488	0.0124696958
489	0.0124340334
490	0.01241238839
491	0.01238180356
492	0.01235000667
493	0.01232484529
494	0.01230467191
495	0.01227421623
496	0.01222644253
497	0.01220702458
498	0.01217987476
499	0.012156918
500	0.01212494076
501	0.01209340717
502	0.01206233723
503	0.01203436847
504	0.01201352746
505	0.01199540128
506	0.01197667068
507	0.01195077428
508	0.01192836462
509	0.01190225463
510	0.01187559132
511	0.01184875182
512	0.01182220802
513	0.01179505966
514	0.01176492974
515	0.01173672016
516	0.01170429192
517	0.01167584774
518	0.01164688034
519	0.01162909849
520	0.01159655956
521	0.01156478553
522	0.01154022489
523	0.01150992388
524	0.01148696237
525	0.0114621317
526	0.01143528025
527	0.01140855277
528	0.01138596752
529	0.01136644771
530	0.01133722488
531	0.0113130279
532	0.011296513
533	0.01126805844
534	0.0112476853
535	0.01122849618
536	0.01121186373
537	0.01119556412
538	0.01117623521
539	0.01115707002
540	0.01113539758
541	0.01111359492
542	0.01108721616
543	0.01106207665
544	0.0110366079
545	0.01100076165
546	0.01098017648
547	0.01094841813
548	0.01092548176
549	0.01090853685
550	0.01089662152
551	0.01087222657
552	0.01084978294
553	0.01083296323
554	0.01080905661
555	0.01078705975
556	0.01076397423
557	0.01074552122
558	0.01072375385
559	0.01070524017
560	0.01068369408
561	0.01066993157
562	0.01064259139
563	0.01060687694
564	0.01058521037
565	0.01056511628
566	0.01054117452
567	0.01052314735
568	0.01050424464
569	0.01047798289
570	0.01045577278
571	0.01043598643
572	0.01041368081
573	0.01039660009
574	0.01037763338
575	0.01035981693
576	0.01034368934
577	0.01032301267
578	0.01030482158
579	0.01028137802
580	0.01026202862
581	0.01024709772
582	0.01023300406
583	0.01021423834
584	0.01018355828
585	0.01016237184
586	0.01014042885
587	0.01011700469
588	0.01008995652
589	0.01007499551
590	0.01004973195
591	0.01003409968
592	0.0100216197
593	0.0100035781
594	0.009974628266
595	0.00996410467
596	0.009944575016
597	0.009927728343
598	0.009900028574
599	0.009877746438
600	0.009857970218
601	0.009843199688
602	0.009826478073
603	0.009811195082
604	0.009792759505
605	0.009772194504
606	0.009760343283
607	0.009744697271
608	0.009723213186
609	0.009700588115
610	0.009682337794
611	0.009662735569
612	0.009649076031
613	0.009627631516
614	0.00961090852
615	0.009595695937
616	0.009576302473
617	0.009561298179
618	0.009547409218
619	0.009531731408
620	0.009520499361
621	0.009506710643
622	0.009498497539
623	0.009483460181
624	0.009467503865
625	0.009451513541
626	0.009435185135
627	0.009420419717
628	0.009407513963
629	0.009379746022
630	0.009357062292
631	0.009343304933
632	0.009332426801
633	0.009317864786
634	0.009305805727
635	0.009293203509
636	0.009275397044
637	0.009258164407
638	0.009242991205
639	0.009228736243
640	0.009215842322
641	0.009199730669
642	0.00918030273
643	0.00916890325
644	0.009154515128
645	0.009144535033
646	0.009127029551
647	0.009112577288
648	0.009100913306
649	0.009081555201
650	0.009067140359
651	0.009054565147
652	0.009035752273
653	0.009022699294
654	0.009007334115
655	0.008991502194
656	0.008977551574
657	0.008967009304
658	0.008947148008
659	0.008927989397
660	0.0089156579
661	0.008898395075
662	0.008885856775
663	0.008872786205
664	0.008857893732
665	0.008848147628
666	0.00883116851
667	0.008807653846
668	0.008799544203
669	0.008781380577
670	0.008769231072
671	0.008752501601
672	0.008737398067
673	0.008727284762
674	0.008710366952
675	0.008696566842
676	0.008686973607
677	0.008676480598
678	0.008661028344
679	0.00864996409
680	0.008633688733
681	0.008615108582
682	0.008600009827
683	0.00858693335
684	0.008574182761
685	0.008557020781
686	0.00854471409
687	0.008530863103
688	0.008515970125
689	0.00850486518
690	0.008495686395
691	0.008485645004
692	0.008472935234
693	0.008462718765
694	0.008454283464
695	0.008439580292
696	0.008426274807
697	0.008414305936
698	0.008402294885
699	0.008384663299
700	0.00837206149
701	0.00836308468
702	0.008353335057
703	0.008343650974
704	0.008322079811
705	0.008309524976
706	0.008289605763
707	0.00827370265
708	0.008259266533
709	0.008250815988
710	0.008235278376
711	0.008218495844
712	0.008202862973
713	0.008188333968
714	0.008179292546
715	0.008167662931
716	0.008151155258
717	0.008131693284
718	0.008118277502
719	0.008106793665
720	0.008093478708
721	0.008082945524
722	0.008065992358
723	0.008051349227
724	0.008037298445
725	0.008026553409
726	0.008011293392
727	0.008000205106
728	0.007985314873
729	0.00797064753
730	0.007959604666
731	0.007948478628
732	0.007932622084
733	0.007922708175
734	0.007913082847
735	0.0079053908
736	0.007893436032
737	0.007883784797
738	0.007874265113
739	0.007859459043
740	0.007841423645
741	0.007827094391
742	0.007816925991
743	0.007804449116
744	0.00778963295
745	0.007774877017
746	0.00776604275
747	0.007752000465
748	0.007740560905
749	0.007725729271
750	0.007712007512
751	0.007694498266
752	0.007685600746
753	0.007676689689
754	0.007665765161
755	0.007654379844
756	0.007638814637
757	0.00762194807
758	0.007611093685
759	0.007601533841
760	0.007592354577
761	0.007580994801
762	0.007564693384
763	0.007550262553
764	0.007535894493
765	0.007528615841
766	0.007515968096
767	0.00750654705
768	0.007494802457
769	0.007484207402
770	0.007467477848
771	0.007457741915
772	0.007449919769
773	0.007437815578
774	0.007426407064
775	0.007412099992
776	0.00740248901
777	0.007393832181
778	0.007376891174
779	0.00736824957
780	0.007355678768
781	0.007347137596
782	0.007336552914
783	0.007324915461
784	0.007314955071
785	0.0073072745
786	0.007295643927
787	0.007288733144
788	0.007272299651
789	0.007262704024
790	0.007253740334
791	0.007245710983
792	0.007233490446
793	0.007220829796
794	0.007210430646
795	0.007199761432
796	0.007190367736
797	0.007180504643
798	0.007172147339
799	0.007157259375
800	0.007149100389
801	0.007137834201
802	0.007128407682
803	0.007113717602
804	0.007106556497
805	0.007091969686
806	0.007080907236
807	0.007065796744
808	0.00705515731
809	0.007042903094
810	0.007031547631
811	0.007020943808
812	0.007011607173
813	0.006998425229
814	0.006990849653
815	0.006982455341
816	0.006970346935
817	0.006964506812
818	0.006957199775
819	0.006950332609
820	0.006942915159
821	0.006929261593
822	0.006920263049
823	0.006909674737
824	0.006901468516
825	0.006894492657
826	0.006887589798
827	0.006879909256
828	0.006868557664
829	0.006861742251
830	0.006850577349
831	0.006844643734
832	0.006834890169
833	0.006827079708
834	0.0068180708
835	0.006807411396
836	0.006799336148
837	0.006792908815
838	0.006782886885
839	0.006776111099
840	0.00676624051
841	0.006758758967
842	0.006750148878
843	0.006740924244
844	0.006727228435
845	0.006715996404
846	0.006708315215
847	0.006697627757
848	0.006691685272
849	0.006679467466
850	0.006671587207
851	0.006661109947
852	0.006649109516
853	0.006642491754
854	0.006635786138
855	0.006625879474
856	0.00661265417
857	0.00660781131
858	0.006600854455
859	0.00659553269
860	0.006589521034
861	0.006580887686
862	0.006572619793
863	0.006565179015
864	0.00655360592
865	0.00654539258
866	0.006535947505
867	0.006530348801
868	0.006524341527
869	0.006518818992
870	0.006506729669
871	0.00649624061
872	0.006487931462
873	0.006478731216
874	0.006470174731
875	0.006463029177
876	0.006452979902
877	0.00644356413
878	0.006435457339
879	0.006429867256
880	0.006421718516
881	0.006416533212
882	0.0064084558
883	0.006396596003
884	0.00638901942
885	0.006379701418
886	0.006373612782
887	0.006364626923
888	0.006358727441
889	0.006352385636
890	0.006347545545
891	0.006338853143
892	0.006332445704
893	0.006321790394
894	0.006312227036
895	0.00630519217
896	0.00629962835
897	0.006291870644
898	0.006285946585
899	0.006276149388
900	0.006269966065
901	0.006261326796
902	0.006255078178
903	0.006249863988
904	0.00624072224
905	0.006233142811
906	0.00622414144
907	0.006216074254
908	0.006209291368
909	0.006202498638
910	0.006191281723
911	0.006182501434
912	0.00617350537
913	0.006164372441
914	0.006155868307
915	0.006146910556
916	0.006138089458
917	0.006131232045
918	0.006124966101
919	0.00611672915
920	0.006106702223
921	0.006098549381
922	0.006091076573
923	0.006085474678
924	0.006074024916
925	0.006066163692
926	0.006060542425
927	0.006053550879
928	0.006045961063
929	0.006035666182
930	0.006029048019
931	0.006020987688
932	0.006013549587
933	0.00600703162
934	0.005999049989
935	0.005993518341
936	0.005985978656
937	0.005978419019
938	0.005967645053
939	0.005959496055
940	0.005955539265
941	0.005946687958
942	0.005941648965
943	0.005934280114
944	0.005929343809
945	0.005924557516
946	0.005917577486
947	0.005911884046
948	0.005903609607
949	0.005896117528
950	0.005889478709
951	0.005881543086
952	0.005874575713
953	0.005868803235
954	0.005861957884
955	0.005854645686
956	0.005846332635
957	0.005840921318
958	0.005835709125
959	0.005829955137
960	0.005822477929
961	0.005815433659
962	0.005810096514
963	0.005804155723
964	0.005795676677
965	0.005791526927
966	0.005784682881
967	0.005775495056
968	0.005770645146
969	0.005766166444
970	0.005760859337
971	0.005753253546
972	0.005743690884
973	0.005736160949
974	0.005729338459
975	0.005722369081
976	0.005715803172
977	0.005710460542
978	0.005704314806
979	0.005697879539
980	0.005692112524
981	0.005685228305
982	0.005678054603
983	0.005671059483
984	0.005667824799
985	0.005664611543
986	0.005656387928
987	0.005646923477
988	0.005637318675
989	0.005629835844
990	0.005625675432
991	0.005619318709
992	0.005614974514
993	0.005609909362
994	0.005604228296
995	0.005599208774
996	0.005592551009
997	0.005588133987
998	0.005582358629
999	0.005577772477
